date,state,positive
2020-09-11,KS,48386
2020-09-11,IN,103505
2020-09-11,IL,259883
2020-09-11,ID,34617
2020-09-11,IA,71133
2020-09-11,HI,10423
2020-09-11,GU,1863
2020-09-11,GA,290781
2020-09-11,FL,650922
2020-09-11,DE,18466
2020-09-11,DC,14493
2020-09-11,CT,54326
2020-09-11,CO,60492
2020-09-11,CA,746191
2020-09-11,AZ,207523
2020-09-11,AR,68983
2020-09-11,AL,136703
2020-09-11,AK,6111
2020-09-12,WY,4297
2020-09-12,WV,12521
2020-09-12,WI,93055
2020-09-12,WA,81610
2020-09-12,VT,1677
2020-09-12,VI,1211
2020-09-12,VA,132940
2020-09-12,UT,57247
2020-09-12,TX,657589
2020-09-12,TN,170891
2020-09-12,SD,16437
2020-09-12,SC,129978
2020-09-12,RI,22999
2020-09-12,PR,17598
2020-09-12,PA,143805
2020-09-12,OR,28865
2020-09-12,OK,68659
2020-09-12,OH,136568
2020-09-12,NY,443640
2020-09-12,NV,73220
2020-09-12,NM,26661
2020-09-12,NJ,200359
2020-09-12,NH,7652
2020-09-12,NE,37841
2020-09-12,ND,15120
2020-09-12,NC,183740
2020-09-12,MT,8925
2020-09-12,MS,89620
2020-09-12,MP,60
2020-09-12,MO,101134
2020-09-12,MN,83588
2020-09-12,MI,123058
2020-09-12,ME,4834
2020-09-12,MD,115533
2020-09-12,MA,124540
2020-09-12,LA,157109
2020-09-12,KY,56415
2020-09-12,KS,48386
2020-09-12,IN,104561
2020-09-12,IL,262004
2020-09-12,ID,34950
2020-09-12,IA,71706
2020-09-12,HI,10593
2020-09-12,GU,1891
2020-09-12,GA,292905
2020-09-12,FL,654090
2020-09-12,DE,18726
2020-09-12,DC,14552
2020-09-12,CT,54326
2020-09-12,CO,60907
2020-09-12,CA,750298
2020-09-12,AZ,208128
2020-09-12,AR,69710
2020-09-12,AL,137646
2020-09-12,AK,6214
2020-09-13,WY,4346
2020-09-13,WV,12699
2020-09-13,WI,94679
2020-09-13,WA,82088
2020-09-13,VT,1684
2020-09-13,VI,1220
2020-09-13,VA,133814
2020-09-13,UT,57875
2020-09-13,TX,659434
2020-09-13,TN,171824
2020-09-13,SD,16638
2020-09-13,SC,131864
2020-09-13,RI,23098
2020-09-13,PR,17769
2020-09-13,PA,143881
2020-09-13,OR,29156
2020-09-13,OK,69354
2020-09-13,OH,137405
2020-09-13,NY,444365
2020-09-13,NV,73537
2020-09-13,NM,26761
2020-09-13,NJ,200683
2020-09-13,NH,7696
2020-09-13,NE,38108
2020-09-13,ND,15549
2020-09-13,NC,184936
2020-09-13,MT,9021
2020-09-13,MS,89874
2020-09-13,MP,60
2020-09-13,MO,102747
2020-09-13,MN,84311
2020-09-13,MI,123058
2020-09-13,ME,4863
2020-09-13,MD,116110
2020-09-13,MA,124826
2020-09-13,LA,158390
2020-09-13,KY,56945
2020-09-13,KS,48386
2020-09-13,IN,105804
2020-09-13,IL,263466
2020-09-13,ID,35167
2020-09-13,IA,72490
2020-09-13,HI,10722
2020-09-13,GU,1891
2020-09-13,GA,294314
2020-09-13,FL,656485
2020-09-13,DE,18849
2020-09-13,DC,14592
2020-09-13,CT,54326
2020-09-13,CO,61324
2020-09-13,CA,754923
2020-09-13,AZ,208512
2020-09-13,AR,70219
2020-09-13,AL,138755
2020-09-13,AK,6275
2020-09-14,WY,4392
2020-09-14,WV,12820
2020-09-14,WI,95497
2020-09-14,WA,82327
2020-09-14,VT,1695
2020-09-14,VI,1221
2020-09-14,VA,134571
2020-09-14,UT,58438
2020-09-14,TX,663404
2020-09-14,TN,174274
2020-09-14,SD,16801
2020-09-14,SC,132680
2020-09-14,RI,23130
2020-09-14,PR,17977
2020-09-14,PA,145063
2020-09-14,OR,29337
2020-09-14,OK,70223
2020-09-14,OH,138484
2020-09-14,NY,444948
2020-09-14,NV,73814
2020-09-14,NM,26842
2020-09-14,NJ,201051
2020-09-14,NH,7714
2020-09-14,NE,38335
2020-09-14,ND,15801
2020-09-14,NC,185781
2020-09-14,MT,9107
2020-09-14,MS,90018
2020-09-14,MP,61
2020-09-14,MO,104079
2020-09-14,MN,84949
2020-09-14,MI,124287
2020-09-14,ME,4903
2020-09-14,MD,116646
2020-09-14,MA,125080
2020-09-14,LA,158882
2020-09-14,KY,57282
2020-09-14,KS,49899
2020-09-14,IN,106540
2020-09-14,IL,264839
2020-09-14,ID,35279
2020-09-14,IA,72876
2020-09-14,HI,10834
2020-09-14,GU,1927
2020-09-14,GA,295337
2020-09-14,FL,658203
2020-09-14,DE,18937
2020-09-14,DC,14622
2020-09-14,CT,54895
2020-09-14,CO,61699
2020-09-14,CA,757778
2020-09-14,AZ,208725
2020-09-14,AR,70627
2020-09-14,AL,139459
2020-09-14,AK,6350
2020-09-15,WY,4438
2020-09-15,WV,12976
2020-09-15,WI,96938
2020-09-15,WA,82465
2020-09-15,VT,1702
2020-09-15,VI,1225
2020-09-15,VA,135514
2020-09-15,UT,59000
2020-09-15,TX,668746
2020-09-15,TN,175231
2020-09-15,SD,16994
2020-09-15,SC,133470
2020-09-15,RI,23250
2020-09-15,PR,18206
2020-09-15,PA,146214
2020-09-15,OR,29484
2020-09-15,OK,71314
2020-09-15,OH,139485
2020-09-15,NY,445714
2020-09-15,NV,74040
2020-09-15,NM,26923
2020-09-15,NJ,201540
2020-09-15,NH,7748
2020-09-15,NE,38642
2020-09-15,ND,16033
2020-09-15,NC,186887
2020-09-15,MT,9244
2020-09-15,MS,90523
2020-09-15,MP,61
2020-09-15,MO,105396
2020-09-15,MN,85351
2020-09-15,MI,124969
2020-09-15,ME,4918
2020-09-15,MD,117245
2020-09-15,MA,125393
2020-09-15,LA,159253
2020-09-15,KY,58000
2020-09-15,KS,49899
2020-09-15,IN,107229
2020-09-15,IL,266305
2020-09-15,ID,35532
2020-09-15,IA,73277
2020-09-15,HI,10913
2020-09-15,GU,1966
2020-09-15,GA,296833
2020-09-15,FL,660946
2020-09-15,DE,19137
2020-09-15,DC,14687
2020-09-15,CT,55031
2020-09-15,CO,62099
2020-09-15,CA,760013
2020-09-15,AZ,209209
2020-09-15,AR,71357
2020-09-15,AL,140160
2020-09-15,AK,6393
2020-09-16,WY,4566
2020-09-16,WV,13196
2020-09-16,WI,98440
2020-09-16,WA,82976
2020-09-16,VT,1704
2020-09-16,VI,1232
2020-09-16,VA,136359
2020-09-16,UT,59747
2020-09-16,TX,674772
2020-09-16,TN,177087
2020-09-16,SD,17291
2020-09-16,SC,134122
2020-09-16,RI,23358
2020-09-16,PR,18252
2020-09-16,PA,146990
2020-09-16,OR,29662
2020-09-16,OK,72284
2020-09-16,OH,140518
2020-09-16,NY,446366
2020-09-16,NV,74248
2020-09-16,NM,27041
2020-09-16,NJ,201985
2020-09-16,NH,7780
2020-09-16,NE,38970
2020-09-16,ND,16298
2020-09-16,NC,188024
2020-09-16,MT,9431
2020-09-16,MS,91234
2020-09-16,MP,61
2020-09-16,MO,106587
2020-09-16,MN,85813
2020-09-16,MI,125742
2020-09-16,ME,4941
2020-09-16,MD,117888
2020-09-16,MA,125699
2020-09-16,LA,159865
2020-09-16,KY,58764
2020-09-16,KS,50870
2020-09-16,IN,107809
2020-09-16,IL,268246
2020-09-16,ID,35810
2020-09-16,IA,74080
2020-09-16,HI,10978
2020-09-16,GU,2013
2020-09-16,GA,299056
2020-09-16,FL,663234
2020-09-16,DE,19234
2020-09-16,DC,14743
2020-09-16,CT,55166
2020-09-16,CO,62686
2020-09-16,CA,762963
2020-09-16,AZ,209907
2020-09-16,AR,72219
2020-09-16,AL,141087
2020-09-16,AK,6443
2020-09-17,WY,4652
2020-09-17,WV,13430
2020-09-17,WI,100574
2020-09-17,WA,83458
2020-09-17,VT,1707
2020-09-17,VI,1238
2020-09-17,VA,137460
2020-09-17,UT,60658
2020-09-17,TX,678819
2020-09-17,TN,178140
2020-09-17,SD,17686
2020-09-17,SC,135446
2020-09-17,RI,23488
2020-09-17,PR,18634
2020-09-17,PA,147923
2020-09-17,OR,29850
2020-09-17,OK,73318
2020-09-17,OH,141585
2020-09-17,NY,447262
2020-09-17,NV,74595
2020-09-17,NM,27199
2020-09-17,NJ,202621
2020-09-17,NH,7814
2020-09-17,NE,39419
2020-09-17,ND,16690
2020-09-17,NC,189576
2020-09-17,MT,9647
2020-09-17,MS,91935
2020-09-17,MP,62
2020-09-17,MO,108334
2020-09-17,MN,86722
2020-09-17,MI,126722
2020-09-17,ME,4962
2020-09-17,MD,118519
2020-09-17,MA,126128
2020-09-17,LA,160343
2020-09-17,KY,59370
2020-09-17,KS,50870
2020-09-17,IN,108646
2020-09-17,IL,270302
2020-09-17,ID,36093
2020-09-17,IA,75028
2020-09-17,HI,11080
2020-09-17,GU,2045
2020-09-17,GA,300903
2020-09-17,FL,666507
2020-09-17,DE,19318
2020-09-17,DC,14790
2020-09-17,CT,55386
2020-09-17,CO,63145
2020-09-17,CA,766201
2020-09-17,AZ,211660
2020-09-17,AR,73211
2020-09-17,AL,141757
2020-09-17,AK,6551
2020-09-18,WY,4747
2020-09-18,WV,13683
2020-09-18,WI,103154
2020-09-18,WA,83929
2020-09-18,VT,1709
2020-09-18,VI,1242
2020-09-18,VA,138702
2020-09-18,UT,61775
2020-09-18,TX,682241
2020-09-18,TN,180497
2020-09-18,SD,18075
2020-09-18,SC,136318
2020-09-18,RI,23620
2020-09-18,PR,19113
2020-09-18,PA,148683
2020-09-18,OR,29850
2020-09-18,OK,74567
2020-09-18,OH,142596
2020-09-18,NY,448052
2020-09-18,NV,75096
2020-09-18,NM,27350
2020-09-18,NJ,203172
2020-09-18,NH,7861
2020-09-18,NE,39921
2020-09-18,ND,17195
2020-09-18,NC,191019
2020-09-18,MT,9871
2020-09-18,MS,91935
2020-09-18,MP,62
2020-09-18,MO,110129
2020-09-18,MN,87807
2020-09-18,MI,127500
2020-09-18,ME,5005
2020-09-18,MD,119062
2020-09-18,MA,126582
2020-09-18,LA,161322
2020-09-18,KY,60128
2020-09-18,KS,52285
2020-09-18,IN,109683
2020-09-18,IL,272525
2020-09-18,ID,36489
2020-09-18,IA,76211
2020-09-18,HI,11239
2020-09-18,GU,2074
2020-09-18,GA,302737
2020-09-18,FL,669684
2020-09-18,DE,19366
2020-09-18,DC,14852
2020-09-18,CT,55527
2020-09-18,CO,63750
2020-09-18,CA,769831
2020-09-18,AZ,212942
2020-09-18,AR,74082
2020-09-18,AL,142863
2020-09-18,AK,6658
2020-09-19,WY,4780
2020-09-19,WV,13874
2020-09-19,WI,105557
2020-09-19,WA,84407
2020-09-19,VT,1713
2020-09-19,VI,1242
2020-09-19,VA,139655
2020-09-19,UT,62852
2020-09-19,TX,686068
2020-09-19,TN,181439
2020-09-19,SD,18444
2020-09-19,SC,137240
2020-09-19,RI,23798
2020-09-19,PR,19807
2020-09-19,PA,149845
2020-09-19,OR,30342
2020-09-19,OK,75804
2020-09-19,OH,143547
2020-09-19,NY,449038
2020-09-19,NV,75419
2020-09-19,NM,27512
2020-09-19,NJ,203682
2020-09-19,NH,7920
2020-09-19,NE,40387
2020-09-19,ND,17573
2020-09-19,NC,192248
2020-09-19,MT,10163
2020-09-19,MS,93087
2020-09-19,MP,62
2020-09-19,MO,111516
2020-09-19,MN,88721
2020-09-19,MI,128087
2020-09-19,ME,5035
2020-09-19,MD,119744
2020-09-19,MA,127181
2020-09-19,LA,161322
2020-09-19,KY,61106
2020-09-19,KS,52285
2020-09-19,IN,110759
2020-09-19,IL,275054
2020-09-19,ID,36959
2020-09-19,IA,77058
2020-09-19,HI,11376
2020-09-19,GU,2117
2020-09-19,GA,305021
2020-09-19,FL,673194
2020-09-19,DE,19449
2020-09-19,DC,14902
2020-09-19,CT,55527
2020-09-19,CO,64356
2020-09-19,CA,774135
2020-09-19,AZ,213551
2020-09-19,AR,75160
2020-09-19,AL,144164
2020-09-19,AK,6752
2020-09-20,WY,4871
2020-09-20,WV,14054
2020-09-20,WI,107292
2020-09-20,WA,84942
2020-09-20,VT,1718
2020-09-20,VI,1269
2020-09-20,VA,140511
2020-09-20,UT,63772
2020-09-20,TX,688534
2020-09-20,TN,183514
2020-09-20,SD,18696
2020-09-20,SC,137708
2020-09-20,RI,23880
2020-09-20,PR,20069
2020-09-20,PA,150578
2020-09-20,OR,30599
2020-09-20,OK,76807
2020-09-20,OH,144309
2020-09-20,NY,449900
2020-09-20,NV,75804
2020-09-20,NM,27579
2020-09-20,NJ,204171
2020-09-20,NH,7947
2020-09-20,NE,40797
2020-09-20,ND,17925
2020-09-20,NC,193581
2020-09-20,MT,10299
2020-09-20,MS,93364
2020-09-20,MP,68
2020-09-20,MO,112844
2020-09-20,MN,90017
2020-09-20,MI,128087
2020-09-20,ME,5079
2020-09-20,MD,120156
2020-09-20,MA,127540
2020-09-20,LA,162258
2020-09-20,KY,61542
2020-09-20,KS,52285
2020-09-20,IN,111505
2020-09-20,IL,276456
2020-09-20,ID,37247
2020-09-20,IA,77679
2020-09-20,HI,11485
2020-09-20,GU,2117
2020-09-20,GA,306155
2020-09-20,FL,675691
2020-09-20,DE,19566
2020-09-20,DC,14955
2020-09-20,CT,55527
2020-09-20,CO,64857
2020-09-20,CA,778400
2020-09-20,AZ,214018
2020-09-20,AR,75723
2020-09-20,AL,144962
2020-09-20,AK,6860
2020-09-21,WY,4944
2020-09-21,WV,14171
2020-09-21,WI,108588
2020-09-21,WA,85265
2020-09-21,VT,1722
2020-09-21,VI,1269
2020-09-21,VA,141138
2020-09-21,UT,64394
2020-09-21,TX,698387
2020-09-21,TN,184409
2020-09-21,SD,18869
2020-09-21,SC,138124
2020-09-21,RI,23932
2020-09-21,PR,20311
2020-09-21,PA,150812
2020-09-21,OR,30801
2020-09-21,OK,77908
2020-09-21,OH,145165
2020-09-21,NY,450473
2020-09-21,NV,76036
2020-09-21,NM,27683
2020-09-21,NJ,204606
2020-09-21,NH,7952
2020-09-21,NE,41083
2020-09-21,ND,18209
2020-09-21,NC,194381
2020-09-21,MT,10429
2020-09-21,MS,93556
2020-09-21,MP,69
2020-09-21,MO,114307
2020-09-21,MN,90942
2020-09-21,MI,129662
2020-09-21,ME,5106
2020-09-21,MD,120568
2020-09-21,MA,127796
2020-09-21,LA,162501
2020-09-21,KY,61917
2020-09-21,KS,53959
2020-09-21,IN,112027
2020-09-21,IL,277933
2020-09-21,ID,37491
2020-09-21,IA,78339
2020-09-21,HI,11562
2020-09-21,GU,2147
2020-09-21,GA,307339
2020-09-21,FL,677362
2020-09-21,DE,19667
2020-09-21,DC,14978
2020-09-21,CT,56024
2020-09-21,CO,65399
2020-09-21,CA,781694
2020-09-21,AZ,214251
2020-09-21,AR,76364
2020-09-21,AL,145780
2020-09-21,AK,6930
2020-09-22,WY,5016
2020-09-22,WV,14384
2020-09-22,WI,110327
2020-09-22,WA,85461
2020-09-22,VT,1724
2020-09-22,VI,1276
2020-09-22,VA,142010
2020-09-22,UT,65044
2020-09-22,TX,716207
2020-09-22,TN,185148
2020-09-22,SD,19189
2020-09-22,SC,140789
2020-09-22,RI,24044
2020-09-22,PR,20399
2020-09-22,PA,151646
2020-09-22,OR,30995
2020-09-22,OK,79072
2020-09-22,OH,145850
2020-09-22,NY,451227
2020-09-22,NV,76298
2020-09-22,NM,27790
2020-09-22,NJ,205116
2020-09-22,NH,7990
2020-09-22,NE,41388
2020-09-22,ND,18473
2020-09-22,NC,195549
2020-09-22,MT,10700
2020-09-22,MS,94021
2020-09-22,MP,69
2020-09-22,MO,115366
2020-09-22,MN,91422
2020-09-22,MI,130357
2020-09-22,ME,5146
2020-09-22,MD,120912
2020-09-22,MA,127969
2020-09-22,LA,163253
2020-09-22,KY,62731
2020-09-22,KS,53959
2020-09-22,IN,112626
2020-09-22,IL,279464
2020-09-22,ID,37901
2020-09-22,IA,78887
2020-09-22,HI,11618
2020-09-22,GU,2190
2020-09-22,GA,308221
2020-09-22,FL,679776
2020-09-22,DE,19761
2020-09-22,DC,15021
2020-09-22,CT,56160
2020-09-22,CO,66053
2020-09-22,CA,784324
2020-09-22,AZ,214846
2020-09-22,AR,76981
2020-09-22,AL,146584
2020-09-22,AK,6987
2020-09-23,WY,5169
2020-09-23,WV,14504
2020-09-23,WI,112222
2020-09-23,WA,86130
2020-09-23,VT,1725
2020-09-23,VI,1278
2020-09-23,VA,142590
2020-09-23,UT,65921
2020-09-23,TX,719599
2020-09-23,TN,186709
2020-09-23,SD,19634
2020-09-23,SC,141686
2020-09-23,RI,24177
2020-09-23,PR,20439
2020-09-23,PA,152544
2020-09-23,OR,31313
2020-09-23,OK,80161
2020-09-23,OH,146753
2020-09-23,NY,451892
2020-09-23,NV,76807
2020-09-23,NM,27987
2020-09-23,NJ,205606
2020-09-23,NH,8007
2020-09-23,NE,41785
2020-09-23,ND,18945
2020-09-23,NC,196501
2020-09-23,MT,10912
2020-09-23,MS,94573
2020-09-23,MP,69
2020-09-23,MO,116946
2020-09-23,MN,92100
2020-09-23,MI,131259
2020-09-23,ME,5171
2020-09-23,MD,121297
2020-09-23,MA,128512
2020-09-23,LA,163869
2020-09-23,KY,63517
2020-09-23,KS,55226
2020-09-23,IN,113337
2020-09-23,IL,281312
2020-09-23,ID,38347
2020-09-23,IA,79923
2020-09-23,HI,11681
2020-09-23,GU,2235
2020-09-23,GA,309678
2020-09-23,FL,682370
2020-09-23,DE,19830
2020-09-23,DC,15050
2020-09-23,CT,56315
2020-09-23,CO,66669
2020-09-23,CA,787470
2020-09-23,AZ,215284
2020-09-23,AR,77963
2020-09-23,AL,147153
2020-09-23,AK,7063
2020-09-24,WY,5305
2020-09-24,WV,14706
2020-09-24,WI,114700
2020-09-24,WA,86729
2020-09-24,VT,1727
2020-09-24,VI,1290
2020-09-24,VA,143492
2020-09-24,UT,67119
2020-09-24,TX,723919
2020-09-24,TN,187544
2020-09-24,SD,20097
2020-09-24,SC,142707
2020-09-24,RI,24311
2020-09-24,PR,21156
2020-09-24,PA,153397
2020-09-24,OR,31503
2020-09-24,OK,81244
2020-09-24,OH,147744
2020-09-24,NY,452847
2020-09-24,NV,77197
2020-09-24,NM,28224
2020-09-24,NJ,206250
2020-09-24,NH,8044
2020-09-24,NE,42278
2020-09-24,ND,19412
2020-09-24,NC,198189
2020-09-24,MT,11242
2020-09-24,MS,95310
2020-09-24,MP,69
2020-09-24,MO,118311
2020-09-24,MN,93012
2020-09-24,MI,132337
2020-09-24,ME,5215
2020-09-24,MD,121800
2020-09-24,MA,128993
2020-09-24,LA,164446
2020-09-24,KY,64158
2020-09-24,KS,55226
2020-09-24,IN,114236
2020-09-24,IL,283569
2020-09-24,ID,38743
2020-09-24,IA,81071
2020-09-24,HI,11848
2020-09-24,GU,2263
2020-09-24,GA,311046
2020-09-24,FL,684847
2020-09-24,DE,19947
2020-09-24,DC,15106
2020-09-24,CT,56472
2020-09-24,CO,67217
2020-09-24,CA,790640
2020-09-24,AZ,215852
2020-09-24,AR,79049
2020-09-24,AL,148206
2020-09-24,AK,7194
2020-09-25,WY,5420
2020-09-25,WV,14953
2020-09-25,WI,117329
2020-09-25,WA,87324
2020-09-25,VT,1734
2020-09-25,VI,1296
2020-09-25,VA,144433
2020-09-25,UT,68530
2020-09-25,TX,728552
2020-09-25,TN,189454
2020-09-25,SD,20554
2020-09-25,SC,143902
2020-09-25,RI,24181
2020-09-25,PR,21868
2020-09-25,PA,154203
2020-09-25,OR,31865
2020-09-25,OK,82520
2020-09-25,OH,148894
2020-09-25,NY,453755
2020-09-25,NV,77753
2020-09-25,NM,28487
2020-09-25,NJ,206877
2020-09-25,NH,8044
2020-09-25,NE,42731
2020-09-25,ND,19843
2020-09-25,NC,204331
2020-09-25,MT,11564
2020-09-25,MS,96032
2020-09-25,MP,69
2020-09-25,MO,120298
2020-09-25,MN,94189
2020-09-25,MI,133377
2020-09-25,ME,5235
2020-09-25,MD,122359
2020-09-25,MA,129481
2020-09-25,LA,165152
2020-09-25,KY,65066
2020-09-25,KS,56592
2020-09-25,IN,115407
2020-09-25,IL,286374
2020-09-25,ID,39234
2020-09-25,IA,82045
2020-09-25,HI,11938
2020-09-25,GU,2286
2020-09-25,GA,312514
2020-09-25,FL,687656
2020-09-25,DE,20085
2020-09-25,DC,15163
2020-09-25,CT,56587
2020-09-25,CO,67926
2020-09-25,CA,794040
2020-09-25,AZ,216367
2020-09-25,AR,79946
2020-09-25,AL,150658
2020-09-25,AK,7320
2020-09-26,WY,5465
2020-09-26,WV,15158
2020-09-26,WI,120231
2020-09-26,WA,87912
2020-09-26,VT,1744
2020-09-26,VI,1296
2020-09-26,VA,145408
2020-09-26,UT,69547
2020-09-26,TX,733438
2020-09-26,TN,190891
2020-09-26,SD,21133
2020-09-26,SC,145273
2020-09-26,RI,24284
2020-09-26,PR,22164
2020-09-26,PA,155232
2020-09-26,OR,32314
2020-09-26,OK,83510
2020-09-26,OH,150009
2020-09-26,NY,454760
2020-09-26,NV,78355
2020-09-26,NM,28692
2020-09-26,NJ,207706
2020-09-26,NH,8121
2020-09-26,NE,43162
2020-09-26,ND,20340
2020-09-26,NC,206090
2020-09-26,MT,11907
2020-09-26,MS,96677
2020-09-26,MP,69
2020-09-26,MO,122014
2020-09-26,MN,95659
2020-09-26,MI,134373
2020-09-26,ME,5260
2020-09-26,MD,122972
2020-09-26,MA,130050
2020-09-26,LA,165152
2020-09-26,KY,66036
2020-09-26,KS,56592
2020-09-26,IN,116549
2020-09-26,IL,288815
2020-09-26,ID,39757
2020-09-26,IA,82944
2020-09-26,HI,12070
2020-09-26,GU,2354
2020-09-26,GA,313873
2020-09-26,FL,690387
2020-09-26,DE,20156
2020-09-26,DC,15215
2020-09-26,CT,56587
2020-09-26,CO,68510
2020-09-26,CA,798237
2020-09-26,AZ,216826
2020-09-26,AR,80755
2020-09-26,AL,151591
2020-09-26,AK,7439
2020-09-27,WY,5633
2020-09-27,WV,15348
2020-09-27,WI,122478
2020-09-27,WA,88433
2020-09-27,VT,1746
2020-09-27,VI,1317
2020-09-27,VA,146144
2020-09-27,UT,70615
2020-09-27,TX,735132
2020-09-27,TN,192995
2020-09-27,SD,21541
2020-09-27,SC,145887
2020-09-27,RI,24398
2020-09-27,PR,22697
2020-09-27,PA,156150
2020-09-27,OR,32581
2020-09-27,OK,83510
2020-09-27,OH,150809
2020-09-27,NY,455626
2020-09-27,NV,78728
2020-09-27,NM,28844
2020-09-27,NJ,208466
2020-09-27,NH,8172
2020-09-27,NE,43596
2020-09-27,ND,20681
2020-09-27,NC,207380
2020-09-27,MT,12107
2020-09-27,MS,96859
2020-09-27,MP,70
2020-09-27,MO,123406
2020-09-27,MN,96734
2020-09-27,MI,134373
2020-09-27,ME,5288
2020-09-27,MD,123403
2020-09-27,MA,130642
2020-09-27,LA,166075
2020-09-27,KY,66491
2020-09-27,KS,56592
2020-09-27,IN,117450
2020-09-27,IL,290419
2020-09-27,ID,40296
2020-09-27,IA,83636
2020-09-27,HI,12197
2020-09-27,GU,2354
2020-09-27,GA,314685
2020-09-27,FL,692234
2020-09-27,DE,20260
2020-09-27,DC,15250
2020-09-27,CT,56587
2020-09-27,CO,69079
2020-09-27,CA,802308
2020-09-27,AZ,217237
2020-09-27,AR,81242
2020-09-27,AL,152321
2020-09-27,AK,7549
2020-09-28,WY,5754
2020-09-28,WV,15512
2020-09-28,WI,124217
2020-09-28,WA,88761
2020-09-28,VT,1749
2020-09-28,VI,1317
2020-09-28,VA,146593
2020-09-28,UT,71442
2020-09-28,TX,739222
2020-09-28,TN,193732
2020-09-28,SD,21738
2020-09-28,SC,146455
2020-09-28,RI,24424
2020-09-28,PR,23357
2020-09-28,PA,156826
2020-09-28,OR,32820
2020-09-28,OK,85194
2020-09-28,OH,151802
2020-09-28,NY,456460
2020-09-28,NV,79191
2020-09-28,NM,28985
2020-09-28,NJ,209085
2020-09-28,NH,8208
2020-09-28,NE,44063
2020-09-28,ND,20940
2020-09-28,NC,208248
2020-09-28,MT,12413
2020-09-28,MS,97049
2020-09-28,MP,70
2020-09-28,MO,124686
2020-09-28,MN,97638
2020-09-28,MI,135702
2020-09-28,ME,5300
2020-09-28,MD,123880
2020-09-28,MA,131072
2020-09-28,LA,166315
2020-09-28,KY,66939
2020-09-28,KS,58629
2020-09-28,IN,118322
2020-09-28,IL,292128
2020-09-28,ID,40501
2020-09-28,IA,84002
2020-09-28,HI,12295
2020-09-28,GU,2390
2020-09-28,GA,315281
2020-09-28,FL,692962
2020-09-28,DE,20389
2020-09-28,DC,15264
2020-09-28,CT,57147
2020-09-28,CO,69490
2020-09-28,CA,805263
2020-09-28,AZ,217510
2020-09-28,AR,82049
2020-09-28,AL,152983
2020-09-28,AK,7663
2020-09-29,WY,5821
2020-09-29,WV,15692
2020-09-29,WI,126664
2020-09-29,WA,88961
2020-09-29,VT,1753
2020-09-29,VI,1318
2020-09-29,VA,147516
2020-09-29,UT,72136
2020-09-29,TX,743284
2020-09-29,TN,194611
2020-09-29,SD,21997
2020-09-29,SC,147634
2020-09-29,RI,24556
2020-09-29,PR,23801
2020-09-29,PA,157814
2020-09-29,OR,32994
2020-09-29,OK,86219
2020-09-29,OH,152907
2020-09-29,NY,457649
2020-09-29,NV,79595
2020-09-29,NM,29157
2020-09-29,NJ,209636
2020-09-29,NH,8233
2020-09-29,NE,44578
2020-09-29,ND,21359
2020-09-29,NC,209137
2020-09-29,MT,12724
2020-09-29,MS,97638
2020-09-29,MP,70
2020-09-29,MO,124762
2020-09-29,MN,98447
2020-09-29,MI,136820
2020-09-29,ME,5337
2020-09-29,MD,124311
2020-09-29,MA,131584
2020-09-29,LA,166848
2020-09-29,KY,67856
2020-09-29,KS,58629
2020-09-29,IN,119066
2020-09-29,IL,293490
2020-09-29,ID,40923
2020-09-29,IA,84476
2020-09-29,HI,12382
2020-09-29,GU,2443
2020-09-29,GA,316306
2020-09-29,FL,696171
2020-09-29,DE,20531
2020-09-29,DC,15300
2020-09-29,CT,57329
2020-09-29,CO,70025
2020-09-29,CA,807425
2020-09-29,AZ,218184
2020-09-29,AR,82755
2020-09-29,AL,153554
2020-09-29,AK,7785
2020-09-30,WY,5948
2020-09-30,WV,15848
2020-09-30,WI,129123
2020-09-30,WA,89739
2020-09-30,VT,1756
2020-09-30,VI,1318
2020-09-30,VA,148271
2020-09-30,UT,73042
2020-09-30,TX,748967
2020-09-30,TN,196139
2020-09-30,SD,22389
2020-09-30,SC,147942
2020-09-30,RI,24748
2020-09-30,PR,24000
2020-09-30,PA,158967
2020-09-30,OR,33291
2020-09-30,OK,87199
2020-09-30,OH,153987
2020-09-30,NY,458649
2020-09-30,NV,79980
2020-09-30,NM,29435
2020-09-30,NJ,210458
2020-09-30,NH,8266
2020-09-30,NE,45044
2020-09-30,ND,21803
2020-09-30,NC,210632
2020-09-30,MT,13071
2020-09-30,MS,98190
2020-09-30,MP,70
2020-09-30,MO,126113
2020-09-30,MN,99134
2020-09-30,MI,138014
2020-09-30,ME,5391
2020-09-30,MD,124725
2020-09-30,MA,132116
2020-09-30,LA,167458
2020-09-30,KY,68840
2020-09-30,KS,59749
2020-09-30,IN,120019
2020-09-30,IL,295763
2020-09-30,ID,41434
2020-09-30,IA,85596
2020-09-30,HI,12469
2020-09-30,GU,2488
2020-09-30,GA,318026
2020-09-30,FL,698051
2020-09-30,DE,20613
2020-09-30,DC,15326
2020-09-30,CT,57550
2020-09-30,CO,70536
2020-09-30,CA,810625
2020-09-30,AZ,218507
2020-09-30,AR,83697
2020-09-30,AL,154701
2020-09-30,AK,7889
2020-10-01,WY,6083
2020-10-01,WV,16024
2020-10-01,WI,132123
2020-10-01,WA,90372
2020-10-01,VT,1759
2020-10-01,VI,1323
2020-10-01,VA,148721
2020-10-01,UT,74050
2020-10-01,TX,752501
2020-10-01,TN,197432
2020-10-01,SD,23136
